"Flavor","CheckId","InstallId","BuildId"
"r-devel-linux-x86_64-debian-gcc","ba31a9141d715904a183560a66a45dfa","8d69f6eaf0b375ff4e8a516a4c56c16c","8d69f6eaf0b375ff4e8a516a4c56c16c"
"r-release-linux-x86_64","ce478625ff40913aa7ba865f91029206","6f3fd5c474e20f75db77b8b0fb8bb34b","8d69f6eaf0b375ff4e8a516a4c56c16c"
